8;;;1;;;Edison Kinetoscopic Record of a Sneeze (1894);1;;;1
91;;;2;;;Le manoir du diable (1896);2;;;2
417;;;3;;;Le voyage dans la lune (1902);3;;;3
628;;;4;;;The  s of Dollie (1908);4;;;4
833;;;5;;;The Country Doctor (1909);5;;;5
1223;;;6;;;Frankenstein (1910);6;;;6
1740;;;7;;;The Lonedale Operator (1911);7;;;7
2101;;;8;;;Cleopatra (1912);8;;;8
2130;;;9;;;Linferno (1911);9;;;9
2844;;;10;;;Fantmas - lombre de la guillotine (1913);10;;;10
4099;;;11;;;His Majesty  the Scarecrow of Oz (1914);11;;;11
4936;;;12;;;The Bank (1915);12;;;12
4972;;;13;;;The Birth of a Nation (1915);13;;;13
5078;;;14;;;The Cheat (1915);14;;;14
5530;;;15;;;Lhrosme de Paddy (1915);15;;;15
6684;;;16;;;The Fireman (1916);16;;;16
6689;;;17;;;The Floorwalker (1916);17;;;17
7264;;;18;;;The Rink (1916);18;;;18
7880;;;19;;;Easy Street (1917);19;;;19
8133;;;20;;;The Immigrant (1917);20;;;20
8395;;;21;;;Otets Sergiy (1918) ;21;;;21
9018;;;22;;;A Dogs Life (1918);22;;;22
9968;;;23;;;Broken Blossoms or The Yellow Man and the Girl (1919);23;;;23
10247;;;24;;;Herr Arnes pengar (1919);24;;;24
10323;;;25;;;Das Cabinet des Dr. Caligari (1920);25;;;25
11267;;;26;;;Headin Home (1920)  ;26;;;26
11508;;;27;;;Neighbors (1920);27;;;27
11541;;;28;;;One Week (1920);28;;;28
11607;;;29;;;Prstnkan (1920);29;;;29
11717;;;30;;;The Son of Tarzan (1920);30;;;30
12278;;;31;;;The High Sign (1921);31;;;31
12349;;;32;;;The Kid (1921);32;;;32
12364;;;33;;;K�rkarlen (1921);33;;;33
12651;;;34;;;Schlo� Vogeloed (1921);34;;;34
13025;;;35;;;Cops (1922);35;;;35
13086;;;36;;;Dr. Mabuse  der Spieler - Ein Bild der Zeit (1922);36;;;36
13257;;;37;;;Hxan (1922);37;;;37
13427;;;38;;;Nanook of the North (1922);38;;;38
13442;;;39;;;Nosferatu  eine Symphonie des Grauens (1922);39;;;39
14142;;;40;;;The Hunchback of Notre Dame (1923);40;;;40
14341;;;41;;;Our Hospitality (1923);41;;;41
14429;;;42;;;Safety Last (1923);42;;;42
14538;;;43;;;Three Ages (1923);43;;;43
14624;;;44;;;A Woman of Paris A   of Fate (1923);44;;;44
14872;;;45;;;Entracte (1924);45;;;45
14972;;;46;;;He Who Gets Slapped (1924);46;;;46
15002;;;47;;;Hot Water (1924);47;;;47
15064;;;48;;;Der letzte Mann (1924);48;;;48
15163;;;49;;;The Navigator (1924);49;;;49
15174;;;50;;;Die Nibelungen Kriemhilds Rache (1924);50;;;50
15175;;;51;;;Die Nibelungen Siegfried (1924);51;;;51
15324;;;52;;;Sherlock Jr. (1924);52;;;52
15361;;;53;;;Stachka (1925);53;;;53
15400;;;54;;;The Thief of Bagdad (1924);54;;;54
15532;;;55;;;Die Abenteuer des Prinzen Achmed (1926)  ;55;;;55
15624;;;56;;;The Big Parade (1925);56;;;56
15648;;;57;;;Bronenosets Potyomkin (1925);57;;;57
15864;;;58;;;The Gold Rush (1925);58;;;58
15881;;;59;;;Greed (1924);59;;;59
16172;;;60;;;Oh Doctor (1925) ;60;;;60
16220;;;61;;;The Phantom of the Opera (1925);61;;;61
16230;;;62;;;The Pleasure Garden (1925);62;;;62
16332;;;63;;;Seven Chances (1925);63;;;63
16600;;;64;;;Along Came Auntie (1926);64;;;64
16847;;;65;;;Faust - Eine deutsche Volkssage (1926);65;;;65
16903;;;66;;;45 Minutes from Hollywood (1926);66;;;66
17075;;;67;;;The Lodger A Story of the London Fog (1927);67;;;67
17136;;;68;;;Metropolis (1927);68;;;68
17196;;;69;;;Nana (1926);69;;;69
17350;;;70;;;The Scarlet Letter (1926);70;;;70
17463;;;71;;;3 Bad Men (1926);71;;;71
17729;;;72;;;Call of the Cuckoo (1927);72;;;72
17765;;;73;;;College (1927);73;;;73
17825;;;74;;;Downhill (1927);74;;;74
17836;;;75;;;Duck Soup (1927);75;;;75
17843;;;76;;;Easy Virtue (1928);76;;;76
17925;;;77;;;The General (1926);77;;;77
18033;;;78;;;It (1927);78;;;78
18037;;;79;;;The Jazz Singer (1927);79;;;79
18106;;;80;;;Love Em and Weep (1927);80;;;80
18217;;;81;;;Oktyabr (1928);81;;;81
18328;;;82;;;The Ring (1927);82;;;82
18368;;;83;;;The Second 100 Years (1927);83;;;83
18452;;;84;;;Sugar Daddies (1927);84;;;84
18455;;;85;;;Sunrise A Song of Two Humans (1927);85;;;85
18528;;;86;;;The Unknown (1927);86;;;86
18578;;;87;;;Wings (1927);87;;;87
18583;;;88;;;With Love and Hisses (1927);88;;;88
18737;;;89;;;Die B�chse der Pandora (1929);89;;;89
18742;;;90;;;The Cameraman (1928);90;;;90
18773;;;91;;;The Circus (1928);91;;;91
18806;;;92;;;The Crowd (1928);92;;;92
18860;;;93;;;Early to Bed (1928);93;;;93
18876;;;94;;;The Farmers Wife (1928);94;;;94
18890;;;95;;;The Finishing Touch (1928);95;;;95
19109;;;96;;;Lonesome (1928);96;;;96
19130;;;97;;;The Man Who Laughs (1928);97;;;97
19195;;;98;;;The Mysterious Lady (1928);98;;;98
19254;;;99;;;La passion de Jeanne dArc (1928) ;99;;;99
19344;;;100;;;Sadie Thompson (1928);100;;;100
19376;;;101;;;Should Married Men Go Home? (1928);101;;;101
19421;;;102;;;Steamboat Bill  Jr. (1928);102;;;102
19422;;;103;;;Steamboat Willie (1928) ;103;;;103
19429;;;104;;;Street Angel (1928);104;;;104
19465;;;105;;;Their Purple Moment (1928);105;;;105
19509;;;106;;;Underground (1928);106;;;106
19556;;;107;;;We Faw Down (1928);107;;;107
19585;;;108;;;The Wind (1928);108;;;108
19607;;;109;;;Youre Darn Tootin (1928);109;;;109
19686;;;110;;;Berth Marks (1929);110;;;110
19688;;;111;;;Big Business (1929);111;;;111
19702;;;112;;;Blackmail (1929);112;;;112
19729;;;113;;;The Broadway Melody (1929);113;;;113
19760;;;114;;;Chelovek s kino-apparatom (1929);114;;;114
19777;;;115;;;The Cocoanuts (1929);115;;;115
19832;;;116;;;Double Whoopee (1929);116;;;116
19901;;;117;;;Frau im Mond (1929);117;;;117
19999;;;118;;;The Hoose-Gow (1929);118;;;118
20030;;;119;;;The Iron Mask (1929);119;;;119
20475;;;120;;;Tagebuch einer Verlorenen (1929);120;;;120
20487;;;121;;;Thats My Wife (1929);121;;;121
20489;;;122;;;They Go Boom (1929);122;;;122
20530;;;123;;;Un chien andalou (1929);123;;;123
20531;;;124;;;Unaccustomed As We Are (1929);124;;;124
20572;;;125;;;Welcome Danger (1929);125;;;125
20581;;;126;;;Where East Is East (1929);126;;;126
20629;;;127;;;All Quiet on the  Front (1930);127;;;127
20641;;;128;;;Anna Christie (1930);128;;;128
20678;;;129;;;Below Zero (1930);129;;;129
20686;;;130;;;The Big House (1930);130;;;130
20693;;;131;;;Billy the Kid (1930) ;131;;;131
20697;;;132;;;Der blaue Engel (1930);132;;;132
20698;;;133;;;Blotto (1930);133;;;133
20708;;;134;;;Brats (1930);134;;;134
20768;;;135;;;City Girl (1930);135;;;135
20902;;;136;;;Free and Easy (1930);136;;;136
20960;;;137;;;Hells Angels (1930);137;;;137
20980;;;138;;;Hogaraka ni ayume (1930);138;;;138
21054;;;139;;;The Laurel-Hardy Murder Case (1930);139;;;139
21079;;;140;;;Little Caesar (1931);140;;;140
21156;;;141;;;Morocco (1930);141;;;141
21165;;;142;;;Murder (1930);142;;;142
21182;;;143;;;Night Owls (1930);143;;;143
21283;;;144;;;Rakudai wa shitakeredo (1930);144;;;144
21331;;;145;;;Le sang dun po�te (1932);145;;;145
21406;;;146;;;Sono yo no tsuma (1930);146;;;146
21409;;;147;;;Sous les toits de Paris (1930);147;;;147
21576;;;148;;;? propos de Nice (1930);148;;;148
21577;;;149;;;L�ge dor (1930);149;;;149
21738;;;150;;;Chickens Come Home- (1931);150;;;150
21746;;;151;;;Cimarron (1931);151;;;151
21749;;;152;;;City Lights (1931);152;;;152
21755;;;153;;;Come Clean (1931);153;;;153
21814;;;154;;;Dracula (1931);154;;;154
21884;;;155;;;Frankenstein (1931);155;;;155
21885;;;156;;;A Free Soul (1931);156;;;156
22048;;;157;;;Shukujo to hige (1931);157;;;157
22058;;;158;;;Laughing Gravy (1931);158;;;158
22080;;;159;;;Limite (1931);159;;;159
22100;;;160;;;M (1931);160;;;160
22125;;;161;;;Marius (1931);161;;;161
22150;;;162;;;Le million (1931);162;;;162
22158;;;163;;;Monkey Business (1931);163;;;163
22251;;;164;;;Pardon Us (1931);164;;;164
22279;;;165;;;Private Lives (1931);165;;;165
22286;;;166;;;The Public Enemy (1931);166;;;166
22395;;;167;;;The Skin Game (1931);167;;;167
22403;;;168;;;Smart Money (1931);168;;;168
22458;;;169;;;Tabu A Story of the South Seas (1931);169;;;169
22462;;;170;;;Taris  roi de leau (1931);170;;;170
22782;;;171;;;County Hospital (1932);171;;;171
22792;;;172;;;The Crowd Roars (1932);172;;;172
22817;;;173;;;The Devils Cabaret (1930);173;;;173
22834;;;174;;;Downstairs (1932);174;;;174
22883;;;175;;;The Fatal Glass of Beer (1933);175;;;175
22913;;;176;;;Freaks (1932);176;;;176
22958;;;177;;;Grand Hotel (1932);177;;;177
22981;;;178;;;Haunted Gold (1932);178;;;178
